Unnamed: 0,Title,Title_Synonym,Title_Japanese,Status,Volumns,Chapters,Publishing,Rank,Score,Scored_by,Popularity,Memebers,Favorites,Synopsis,Publish_period,Genre,image_url,manga_url
854,Hydra,unkown,HYDRA,Finished,3.0,11.0,False,848,7.92,1250,4210,3336,41,"When Ryuu transfers to Hitomi's school, he leaves an immediate impression on him. Curious about rumours of a full-scale tattoo on Ryuu's back, Hitomi starts getting closer to him. Before long, the friendship and fascination Hitomi feels for Ryuu start developing into more, but before he has a chance to come to terms with his feelings, Hikaru appears on the scene.... and he has his eyes set on Hitomi.",2004,"'Drama', 'Shounen Ai', 'Slice of Life'",https://ta1.yx247.com/files/img/logo/201605/201605270920186293.jpg,https://ninemanga.com/manga/Hydra.html
855,Elfen Lied,unkown,エルフェンリート,Finished,12.0,113.0,False,856,7.92,44717,105,83931,5259,"Lucy is a special breed of human referred to as ""Diclonius,"" born with a short pair of horns and invisible telekinetic hands that lands her as a victim of inhumane scientific experimentation by the government. However, once circumstances present her an opportunity to escape, Lucy, corrupted by the confinement and torture, unleashes a torrent of bloodshed as she escapes her captors. During her breakout, she receives a crippling head injury that leaves her with a split personality: someone with the mentality of a harmless child possessing limited speech capacity. In this state of instability, she stumbles upon two college students, Kouta and his cousin Yuka, who unknowingly take an injured fugitive into their care, unaware of her murderous tendencies. This act of kindness will change their lives, as they soon find themselves dragged into the shadowy world of government secrecy and conspiracy. [Written by MAL Rewrite] Included one-shots: Volume 1: MOL Volume 2: Digitopolis Volume 3: Memoria Volume 5: Elfen Lied","Jun  6, 2002 to Aug  25, 2005","'Action', 'Drama', 'Horror', 'Romance', 'Supernatural', 'Psychological', 'Seinen'",https://ta1.yx247.com/files/img/logo/201503/201503220526427095.jpg,https://ninemanga.com/manga/Elfen+Lied.html
857,Vampire Hunter D,Vampire Hunter D,吸血鬼ハンターD; バンパイアハンターD;,Publishing,unkown,unkown,True,852,7.92,788,3944,3580,101,"The series that spawned the Vampire Hunter D anime. 12,090 A.D. It is a dark time for the world. Humanity is just crawling out from under three hundred years of domination by the race of vampires known as the Nobility. The war against the vampires has taken its toll; cities lie in ruin, the countryside is fragmented into small villages and fiefdoms that still struggle against nightly raids by the fallen vampires—and the remnants of their genetically manufactured demons and werewolves.",1983 to present,"'Demons', 'Drama', 'Fantasy', 'Horror', 'Sci-Fi', 'Vampire'",https://ta1.yx247.com/files/img/logo/201507/201507061921375974.jpg,https://ninemanga.com/manga/Vampire+Hunter+D.html
858,Shitsuji-sama no Okiniiri,unkown,執事様のお気に入り,Finished,21.0,84.0,False,853,7.92,3096,1257,11139,104,"Attended by children of nobility, the renowned Souseikan Academy has two main courses—the lord and lady class and the butler class, commonly referred to as the L class and B class respectively. Following the death of her parents, Ryou Himura's grandparents, who come from a declining distinguished family, enroll her into the L class. On her first day, Himura gets lost on the school grounds and encounters Hakuou Kanzawa, a popular student from the butler class. Unfamiliar with school norms, she introduces herself to Hakuou in an unusual manner, leaving a strong impression on him. Catching his interest, they develop a friendship that evokes the envy of all the other girls. Despite unknowingly making enemies, Himura is determined to accomplish a certain goal and begins to acquaint herself with the various aspects that go into becoming a lady with the guidance of her new friend. [Written by MAL Rewrite]","Nov  25, 2006 to May  26, 2015","'Comedy', 'Romance', 'School', 'Shoujo'",https://ta1.yx247.com/files/img/logo/201503/201503220649206820.jpg,https://ninemanga.com/manga/Shitsuji-sama+no+Okiniiri.html
859,Shibatora,unkown,シバトラ,Finished,15.0,131.0,False,854,7.92,1992,2754,5223,55,"The story follows a rookie cop named Taketora Shibata who, despite his childish looks of a middle-schooler, fights against juvenile crime and has the ability to see anything at a crime scene. Nevertheless, it's still a struggle to rise out of the ranks and become a real detective.",2006 to  2009,"'Action', 'Drama', 'Shounen', 'Police'",https://ta1.yx247.com/files/img/logo/201503/201503220338165724.jpg,https://ninemanga.com/manga/Shibatora.html
861,Thomas no Shinzou,The Heart of Thomas,トーマの心臓,Finished,3.0,8.0,False,856,7.92,1402,3453,4102,164,"As winter draws to a close, German boarding school student Thomas Werner dies one morning. He leaves behind a single letter addressed to his fellow student Juli that reads ""Here is my love. Here is the sound of my heart."" With his faith shaken to the core by the words, the scholarly Juli sinks to the depths of despair. His cynical roommate Oscar finds himself watching over Juli's fragile mental state while keeping his own feelings for Juli under wraps. Then new student Eric enters the school - and he has an uncanny resemblance to the deceased Thomas...",May  1974 to Nov  1974,"'Drama', 'Historical', 'Shoujo', 'Shounen Ai', 'Psychological'",https://ta1.yx247.com/files/img/logo/201507/201507061928272452.jpg,https://ninemanga.com/manga/Thomas+no+Shinzou.html
864,Doraemon Plus,unkown,ドラえもん プラス,Finished,6.0,125.0,False,884,7.91,663,9432,1246,12,Collection of unpublished stories from Doraemon.,1970 to  1990,"'Comedy', 'Sci-Fi', 'Shounen'",https://ta1.yx247.com/files/img/logo/201507/201507061916577404.jpg,https://ninemanga.com/manga/Doraemon+Plus.html
865,Bambino!,unkown,バンビ～ノ！,Finished,15.0,164.0,False,858,7.92,2372,2486,5760,82,"Shogo Ban, a college student from Fukuoka, likes to cook. Thanks to the owner of the restaurant where he works part-time, he finds himself working at the line of Roppongi's best Italian restaurant, Trattoria Baccanale, and discovers that the real deal isn't quite as easy as he'd thought. The manga follows Ban as he struggles to keep up with the hectic workload and his co-workers, along with issues outside the kitchen like his relationship with his girlfriend Eri, who he left behind in Fukuoka. (Source: MU)","Dec  6, 2004 to Feb  23, 2009","'Drama', 'Slice of Life', 'Seinen'",https://ta1.yx247.com/files/img/logo/201503/201503212232412766.jpg,https://ninemanga.com/manga/Bambino%21.html
866,Acid Town,unkown,ACID TOWN,Publishing,unkown,unkown,True,859,7.92,3674,1007,13227,306,"In a city where the law has been rendered non-existent, Yuki and his best friend Tetsu break into the offices of the Seidoukai to steal in a desperate attempt to finance his ailing brother's hospital bills. They ultimately fail but instead spark the interest of the mob's young leader, Kazutaka Hyodo, who offers Yuki a deal he can't refuse: pay him a visit at his office once a week and all hospital bills will be taken care of. Yuki accepts without hesitance and in order to keep his end of the deal, starts paying Hyodo the visits he asked for... (Source: Dangerous Pleasure)","Mar  22, 2008 to present","'Action', 'Drama', 'Shounen Ai'",https://ta1.yx247.com/files/img/logo/201503/201503220904054008.jpg,https://ninemanga.com/manga/Acid+Town.html
867,Sarashi Asobi,unkown,さらしあそび,Finished,2.0,8.0,False,859,7.92,1957,2997,4774,81,"A grim reaper decides to spend time with his next victim, Ren Ohba, for a few days before she is scheduled to die. Ren, the student council president at her school, speaks harshly to her subordinates for the sake of performing her job efficiently. The grim reaper, however, can read her mind and knows that, in her head, Ren secretly has many kind things to say. After a first encounter, he possesses Ren and forces her to vocalize her inner thoughts, so that others will know how much their student council president actually cares for them before it is too late. When she realizes that she is not in control of her own speech, he leaves her body and formally reintroduces himself. Since he has no name to go with his title, Ren calls him Ai. Ren threatens him with a weapon for violating her privacy, but rather than flinch away, Ai welcomes her to try killing him. He reveals that not only is his job boring, but it also reinforces his loneliness; after all, no one is happy to receive a visit from a grim reaper. Out of compassion, Ren promises to always stay by Ai's side and be the person he can talk to, though she does not understand that his presence means her death is imminent. [Written by MAL Rewrite] Includes the one-shot ""0.3 Byou Lunch (0.3秒Lunch)"" originally published on Dec 15, 2007.","Jan  25, 2008 to Dec  1, 2009","'Romance', 'School', 'Shoujo', 'Supernatural'",https://ta1.yx247.com/files/img/logo/201503/201503212208373870.jpg,https://ninemanga.com/manga/Sarashi+Asobi.html
872,Rengoku ni Warau,unkown,煉獄に笑う,Publishing,unkown,unkown,True,887,7.91,563,3256,4361,46,"Set 300 years after Utakata ni Warau, and 300 years before Donten ni Warau, during the turbulent Sengoku period, it is the story of a young man named Ishida Sakichi, whose mission leads him to encounter a pair of mysterious twins at the Kumo Shrine.","Dec  24, 2013 to present","'Action', 'Historical', 'Shoujo'",https://ta1.yx247.com/files/img/logo/201503/201503220848311024.jpg,https://ninemanga.com/manga/Rengoku+ni+Warau.html
875,Arte,Arte,アルテ,Publishing,unkown,unkown,True,877,7.91,2214,1608,8684,166,"Arte was born into an aristocratic family in Florence during the 16th century Renaissance era. Being female, it was unheard of for one to become an artist. Driven by her love of art, Arte is willing to cast aside her aristocratic lifestyle to become an artist. (Source: Antisense Scanlations)","Oct  25, 2013 to present","'Historical', 'Seinen'",https://ta1.yx247.com/files/img/logo/201512/201512300515522083.jpg,https://ninemanga.com/manga/Arte.html
878,Campione!,unkown,カンピオーネ！,Finished,21.0,168.0,False,872,7.91,1620,2116,6741,137,"A Campione—a Godslayer—is a supreme ruler. Since he can kill a celestial being, he can therefore call on the sacrosanct, divine powers wielded by the gods. A Campione—a Godslayer—is a lord. Since the power to kill a deity is in his hands, he therefore looms over all mortals on Earth. A Campione—a Godslayer—is a devil. For all mortals who live in the world, none can hope to match their power. Kusanagi Godou, a 16-year-old boy who played in the senior league as catcher and fourth hitter when he was in junior high school. However, an injury put an end to his future in baseball. During the spring break of his third and last year, he got involved in an adventure and ended up slaying one of the Heretic Gods, Verethragna. Thus, he became the youngest and seventh—Campione. Now that he is a Campione, a godslayer, the young Godou must defeat the troublemaking gods, with the help of his followers! (Source: MU)","May  23, 2008 to Nov  22, 2017","'Action', 'Fantasy', 'Harem', 'Supernatural'",https://ta1.yx247.com/files/img/logo/201503/201503220609043782.jpg,https://ninemanga.com/manga/Campione%21.html
879,One Piece: Episode A,unkown,ONE PIECE episode A,Publishing,unkown,unkown,True,900,7.9,749,6484,2027,11,"Washed up on the shores of a deserted island at the edge of the East Blue Sea, two men from different backgrounds unite in their shared thirst for adventure. One of them, Portgaz D. Ace, will follow in his infamous father's footsteps as the fearless captain of a pirate crew. The other, Masked Deuce, becomes the reluctant first member of Ace's Spade Pirates. Survival is not enough for these seafaring buccaneers, as together they seek treasure, excitement, and a route to the New World. (Source: Viz Media)","Sep  16, 2020 to present","'Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Super Power'",https://ta1.yx247.com/files/img/logo/202009/202009180807293009.jpg,https://ninemanga.com/manga/One+Piece+Episode+A.html
883,Kagen no Tsuki,Last Quarter,下弦の月,Finished,3.0,16.0,False,856,7.92,4479,1329,10476,196,"High school student Mizuki Mochizuki is in love with British rock artist Adam Lang, but it seems that he cannot see her for who she is, as he is still grieving the death of his ex-girlfriend, Sayaka Kamijou. Despite this, when Adam asks Mizuki over the phone to leave Tokyo with him, she agrees to meet him immediately. But as Mizuki crosses the road toward Adam, a car strikes her, and she fails to reach him. One month later, a Mizuki lookalike is living in the abandoned mansion where Mizuki and Adam had spent two weeks together. While fifth-grader Hotaru Shiraishi is searching for her missing cat, she runs into this other girl and learns that her memories are gone—she cannot even recall her own name. Since the girl only remembers that she wants to be reunited with ""Adam,"" Hotaru calls her ""Eve."" Hotaru enlists the help of her friend Sae Kayama and classmates Tetsu Sugisaki and Masaki Miura to solve the mysteries surrounding Eve—but they claim to be unable to see her! [Written by MAL Rewrite]",1998 to  1999,"'Mystery', 'Drama', 'Shoujo', 'Supernatural'",https://ta1.yx247.com/files/img/logo/201507/201507061942293525.jpg,https://ninemanga.com/manga/Kagen+no+Tsuki.html
884,Marie no Kanaderu Ongaku,unkown,Marieの奏でる音楽,Finished,2.0,17.0,False,876,7.91,3054,1444,9599,226,"In a surreal world of abundant wonders, Gil is a workshop town specialized in mechanical craftsmanship, boasting the largest population in the land of Piril. People lead simple lives with little to no advancement in technology, worshipping Marie, a mechanical Goddess who keeps vigil of Piril from the sky. Daughter of the top mechanical artisan of Gil, Pipi is a cheerful and popular young girl. She likes her childhood friend, Kai, who has an extraordinary ability to hear sounds inaudible to the human ear. He is the only one in town who can listen to Marie's ""music."" The soothing sounds that come from her are said to retain the peace and harmony of the land. Kai's affection for Marie deepens as he continues to experience these sounds and see visions of himself through her eyes. Exploring the fantasy world of Kai and Pipi, Marie no Kanaderu Ongaku tackles concepts of religion, technology, and what it truly means to be happy. [Written by MAL Rewrite]","Dec  10, 1999 to Sep  12, 2001","'Drama', 'Fantasy', 'Romance', 'Seinen'",https://ta1.yx247.com/files/img/logo/201503/201503220029536051.jpg,https://ninemanga.com/manga/Marie+no+Kanaderu+Ongaku.html
885,Darren Shan,Cirque du Freak,ダレン・シャン,Finished,12.0,114.0,False,877,7.91,2675,2308,6174,294,"Darren Shan's an ordinary schoolboy, until he and his best friend Steve get tickets to the Cirque Du Freak, a bizarre freak show featuring such arcane performers. In the midst of the ghoulish excitement, true terror raises its head when Steve recognizes that one of the performers—Mr Crepsley—is in fact a vampire! That's when the hands of fate changes the lives of them forever! (Source: Aku-Tenshi)","Aug  9, 2006 to Feb  4, 2009","'Adventure', 'Shounen', 'Vampire'",https://ta1.yx247.com/files/img/logo/201507/201507061913458984.jpg,https://ninemanga.com/manga/Darren+Shan.html
891,Kimi ni shika Kikoenai,unkown,きみにしか聞こえない,Finished,1.0,5.0,False,883,7.91,6017,1225,11333,171,"A timid schoolgirl imagines owing the ideal cellphone in her head, but one day, there is a connection; the phone rings in her head, and someone is on the line! Note: Tsuzuki Setsuri also did a manga based on the same novel. (Source: MU)","Feb  26, 2007 to May  26, 2007","'Drama', 'Shounen', 'Supernatural'",https://ta1.yx247.com/files/img/logo/201503/201503220131165207.jpg,https://ninemanga.com/manga/Kimi+ni+shika+Kikoenai.html
895,Kon no Ki Konoha,unkown,コンノキコノハ,Finished,unkown,1.0,False,895,7.9,8137,986,13463,138,Only in autumn when the dead leaves flutter about can Akino meet the mysterious boy who lives inside the deep blue tree. (Source: MU),"Dec  7, 2007","'Fantasy', 'Romance', 'School', 'Josei'",https://ta1.yx247.com/files/img/logo/201507/201507061952364929.jpg,https://ninemanga.com/manga/Kon+no+Ki+Konoha.html
896,Saijou no Meii,unkown,最上の命医,Finished,11.0,103.0,False,905,7.9,1771,2594,5548,53,"Mikoto Saijou underwent a complicated heart surgery at birth and has been fascinated with pediatric surgery ever since. As a 10-year-old, he often visited the surgeon who operated on him, Dr. Mamoru Shindou. Shindou is quick to realize that Mikoto possesses amazing medical potential, particularly because of his spatial awareness and visualization. The two grow close, but Mikoto eventually moves to America, where he completes his education and residency. Now, almost 10 years later, Mikoto returns to Japan and reunites with Dr. Shindou, eager to continue his journey to become the world's best pediatric surgeon. [Written by MAL Rewrite]",2008 to  2010,"'Drama', 'Shounen'",https://ta1.yx247.com/files/img/logo/201503/201503220939034831.jpg,https://ninemanga.com/manga/Saijou+no+Meii.html
897,Maoyuu Maou Yuusha,unkown,まおゆう魔王勇者,Finished,5.0,63.0,False,903,7.9,741,2336,6100,37,"After a long and treacherous journey, our Hero finally arrives at the Dark Lady's castle only to find himself being asked for help. The Hero explains how the war that the demons have brought upon the humans have killed thousands and put more in misery. The queen of demons however argues that this war has made the human society band together as one and showed empirical evidence how it has increased population, increased production, boosted economy and improved society overall. Furthermore, she explains to the Hero that ending this war will result in a civil war that will produce more bloodshed than there ever was. The Hero, convinced that the only way to bring peace, relatively speaking, is to join forces with the Dark Lady, agrees to help with her plans! (Source: MU)","Dec  29, 2010 to Jan  21, 2012","'Action', 'Adventure', 'Demons', 'Fantasy', 'Romance'",https://ta1.yx247.com/files/img/logo/201503/201503220828276395.jpg,https://ninemanga.com/manga/Maoyuu+Maou+Yuusha.html
899,Durarara!! Saika-hen,Durarara!! Saika Arc,デュラララ!! 罪歌編,Finished,3.0,16.0,False,903,7.9,2170,2642,5429,35,"Ikebukuro, Tokyo—a neighborhood where twisted love prowls!! A series of street slashings in Ikebukuro begins to connect total strangers: A teenage girl with no personality of her own; a beat writer for a third-rate tabloid; a teacher suspected of harassment; an informant based in Shinjuku…and a headless rider straddling a pitch-black motorcycle!! Meanwhile, the slasher continues to terrorize the night, all in search of…""him""!? (Source: Yen Press)","Sep  17, 2011 to Jan  18, 2013","'Action', 'Comedy', 'Drama', 'Romance', 'Shounen', 'Supernatural'",https://ta1.yx247.com/files/img/logo/201904/201904131121486512.jpg,https://ninemanga.com/manga/Durarara%21%21+Saika-hen.html
900,Hataraku Maou-sama!,The Devil Is A Part-timer!,はたらく魔王さま!,Publishing,unkown,unkown,True,924,7.89,9010,400,30602,505,"Fear and darkness loom above the lives of the citizens of Ente Isla, as the Demon Lord Satan wages war against humans to rule over the world. However, just as humanity nears defeat, their champion, the hero Emilia, successfully brings Satan's conquest to a standstill. This quandary forces him to retreat to a random world known as Earth, alongside his most loyal general, Alciel. Vowing to one day return, Satan decides to recover his powers in this new world. Unfortunately, Earth ends up being devoid of invaluable magic. Even so, he remains undeterred from his goal of world domination. To cope with the disadvantage this world brings him, he disguises himself as a human named Sadao Maou. Moreover, he starts to work part-time at a fast-food restaurant, while Alciel finds a way to restore their magic reserves. Soon enough, however, Satan realizes that he wants to conquer both Ente Isla and Earth. Thus begins Satan's journey of becoming a full-time employee and climbing to the top of the corporate ladder. Yet, Emilia suddenly appears, throwing cold water on his plans once again, declaring that she's going to finish him off for good. [Written by MAL Rewrite]","Dec  27, 2011 to present","'Comedy', 'Fantasy', 'Romance', 'Supernatural'",https://ta1.yx247.com/files/img/logo/201503/201503220936515096.jpg,https://ninemanga.com/manga/Hataraku+Maou-sama%21.html
901,Watashi no Shounen,My Boy,私の少年,Finished,9.0,43.0,False,886,7.91,2113,1827,7633,190,"Satoko Tawada is an office worker. She's almost 30 years old, but she still hasn't been able to find happiness in her life. Fate brings her with Mashuu Hayami, a beautiful 12-year-old boy whom she finds practicing soccer all by himself in the park. Out of a whim, she decides to help Mashuu with his practice, with her knowledge of soccer at her disposal. As they practice together on an everyday routine, the two eventually develop an emotional bond. When Satoko's ex-boyfriend deceives her, Mashuu gladly comforts her. And when Satoko learns of Mashuu's mostly absent parents, she starts to concern herself with his personal life. The two lonely souls find common ground and develop an emotional bond that transcends their age difference and circumstances. With this newfound bond, new feelings start to sprout within Satoko. Are these feelings that of maternity? Or is it something else? (Source: Batoto)","Dec  25, 2015 to Oct  26, 2020","'Drama', 'Seinen'",https://ta1.yx247.com/files/img/logo/201507/201507061919297033.jpg,https://ninemanga.com/manga/Watashi+no+Shounen.html
904,Yuusha Goikkou no Kaerimichi,unkown,勇者ご一行の帰り道,Finished,unkown,1.0,False,898,7.9,2536,3292,4320,66,"The four heroes are on their way home after their final confrontation with the Demon King. Led by the talkative mage of the group, Nina, they head to the other heroes' hometown of Pocca. On the journey home, she reminisces about her past as a stray orphan and the family she found consisting of the hero and his two companions. However, despite the warm atmosphere on the surface, dread looms over Nina as she thinks about the villagers' reactions to their long-awaited return. After all, the news she has to deliver may not be something they would like to hear... [Written by MAL Rewrite]","Aug  2, 2018","'Adventure', 'Drama', 'Fantasy', 'Shounen'",https://ta1.yx247.com/files/img/logo/201808/201808101450172579.jpg,https://ninemanga.com/manga/Yuusha+Goikkou+no+Kaerimichi.html
906,Sewayaki Kitsune no Senko-san,unkown,世話やきキツネの仙狐さん,Publishing,unkown,unkown,True,917,7.89,6476,551,22302,618,"The everyday life of Nakano, a salaryman working for an exploitative company, is suddenly intruded upon by the fox, Senko-san (800-year-old little girl). Whether it be cooking, cleaning, or special service(?)... she'll heal his exhaustion with her tender ""care.""","Oct  6, 2017 to present","'Comedy', 'Romance', 'Supernatural'",https://ta1.yx247.com/files/img/logo/201902/201902150619011540.jpg,https://ninemanga.com/manga/Sewayaki+Kitsune+no+Senko-san.html
908,A Good Day to Be a Dog,A Good Day to Be a Dog,오늘도 사랑스럽개,Finished,9.0,88.0,False,912,7.89,3996,1949,7214,167,"Schoolteacher Han Hana is afflicted with a certain family curse that has ruined every single one of her past relationships. The curse in question: whenever she kisses someone, she will turn into a dog every night. The only way to break free from the curse is to kiss the same person again as a dog. To avoid this, Hana has kept her lips chaste her entire life. However, one drunken encounter with her coworker Jin Seon, who seems to hate her, turns her entire life upside down. Hana kisses him in her intoxicated confusion, causing her curse to surface. For Hana, who is a small and cute white dog, breaking the curse should be one simple kiss... but Seon is terrified of dogs?! [Written by MAL Rewrite]","Aug  5, 2017 to Apr  6, 2019","'Comedy', 'Drama', 'Romance', 'Supernatural'",https://ta1.yx247.com/files/img/logo/201807/201807050240239698.jpg,https://ninemanga.com/manga/A+Good+Day+to+Be+a+Dog.html
909,Haikyuu-bu!!,unkown,ハイキュー部!!,Publishing,unkown,unkown,True,913,7.89,856,4763,2900,55,"The manga is a ""high-tension club activities comedy"" series that focuses on rival schools. (Source: ANN)","May  13, 2019 to present","'Comedy', 'Shounen', 'Sports'",https://ta1.yx247.com/files/img/logo/201905/201905140320508155.jpg,https://ninemanga.com/manga/Haikyuu-bu%21%21.html
911,Murasakiiro no Qualia,Qualia the Purple,紫色のクオリア,Finished,3.0,21.0,False,929,7.89,3240,1422,9800,290,"Hatou Gaku has a very odd friend at school named Marii Yukari. Yukari has purple eyes and a bizarre way of looking at the world: she sees all living things as robots. This has not always worked out well for Yukari, even costing her a best friend when she was younger. However, Yukari insists that the things she says she sees is true, and her vision seems to give her insight into the abilities of others. Gaku thinks she's just weird, but she soon realizes that Yukari has unexpected talents. It seems she can fix anything, and even the police come to hear her insights. It turns out that Yukari's purple eyes are not unique in the world! However, there is one important distinction among those who see humans as other objects. Do humans appear as unimportant as objects, or do those objects appear as important as human beings? (Source: MangaHelpers)","Jan  27, 2011 to Aug  27, 2013","'Mystery', 'Fantasy', 'Sci-Fi', 'Shounen'",https://ta1.yx247.com/files/img/logo/201503/201503220930285541.jpg,https://ninemanga.com/manga/Murasakiiro+no+Qualia.html
913,Hayate no Gotoku!,Hayate The Combat Butler,ハヤテのごとく！,Finished,52.0,570.0,False,916,7.89,12938,423,28838,1870,"Misfortunes abound in the life of 16-year-old Hayate Ayasaki. Even though he is underage, he spends most of his time working part-time jobs to make money to support his extravagant parents. As if that wasn't hard enough, his parents disappear without a trace one day, leaving him behind with a debt of almost 150 million yen. As a result, he finds himself being chased by debt collectors. Running for his life, he stops in a park, believing that he is safe. Contemplating his jobless future, he decides to kidnap a wealthy child for ransom. And thus, when he sees a rich-looking blonde girl, he attempts to capture her. However, she too is kidnapped before Hayate can even try! Hayate then saves her, and as a reward, he requests a job, and the girl makes him her butler, revealing herself to be the daughter of a wealthy family. Even with a job, his misfortune remains; Hayate will have to go through many nasty predicaments, all the while burdened by his lousy luck. [Written by MAL Rewrite]","Oct  6, 2004 to Apr  12, 2017","'Action', 'Comedy', 'Parody', 'Romance', 'Shounen', 'Harem'",https://ta1.yx247.com/files/img/logo/201503/201503220939055693.jpg,https://ninemanga.com/manga/Hayate+no+Gotoku%21.html
915,Crayon Shin-chan,Crayon Shinchan,クレヨンしんちゃん,Finished,50.0,1126.0,False,918,7.89,1960,3369,4221,226,"Shinnosuke Nohara might look like an innocent little kid, but anyone whose dealt with kids know they're anything but innocent. Relentlessly sassing the adults around him, pulling perverted pranks, and driving people to tears with embarrassment, Crayon Shinchan's the ""kindergartner from hell,"" a five-year-old boy whose bodily functions, offensive comments, and outrageous behavior consistently annoy everyone around him. A national phenomenon in Japan, this shocking and hilarious comic celebrates the terrible power of destruction and indecency wielded by toddlers everywhere! (Source: Jmanga)",Aug  1990 to Mar  2010,"'Comedy', 'School', 'Slice of Life', 'Seinen'",https://ta1.yx247.com/files/img/logo/201503/201503220609444132.jpg,https://ninemanga.com/manga/Crayon+Shin-chan.html
916,Clannad,Clannad,クラナド,Finished,8.0,45.0,False,919,7.89,3047,1423,9783,301,"Okazaki Tomoya is a delinquent who finds life dull and believes he'll never amount to anything. Along with his friend Sunohara, he skips school and plans to waste his high school days away. One day while walking to school, Tomoya passes a young girl muttering quietly to herself. Without warning she exclaims ""Anpan!"" (a popular Japanese food) which catches Tomoya's attention. He soon discovers the girl's name is Furukawa Nagisa and that she exclaims things she likes in order to motivate herself. Nagisa claims they are now friends, but Tomoya walks away passing the encounter off as nothing. However, Tomoya finds he is noticing Nagisa more and more around school. Eventually he concedes and befriends her. Tomoya learns Nagisa has been held back a year due to a severe illness and that her dream is to revive the school's drama club. Claiming he has nothing better to do, he decides to help her achieve this goal along with the help of four other girls. As Tomoya spends more time with the girls, he learns more about them and their problems. As he attempts to help each girl overcome her respective obstacle, he begins to realise life isn't as dull as he once thought. [Written by MAL Rewrite]","May  7, 2005 to Apr  2009","'Drama', 'Romance', 'School', 'Seinen'",https://ta1.yx247.com/files/img/logo/201503/201503281658455067.jpg,https://ninemanga.com/manga/Clannad.html
917,Shin Tekken Chinmi,unkown,新鉄拳チンミ,Finished,20.0,unkown,False,920,7.89,475,10207,1117,18,"In the previous ""Kung-Fu Boy"" series, Chinmi became the master of Kempo at Dairin temple, where he trained disciples. When they lose contact with Kyorinji, a temple of the same sect, Chinmi is dispatched to the Kanan Autonomous region to investigate. He tries to enter Kanan with Pushin, a swordmaster whom he met traveling to Kanan. But they are attacked after trying to enter Kanan and pursued by the Border Police who chase them into a waterfall. A fisherman saves them and aids their entrance into Kanan. The people of Kanan are forcibly oppressed by the government. Chinmi befriends the people and makes the big decision to free them with his Kempo. Sorabi Boru, Lieutenant of the Border Police and Jirai, the evil king of Kanan attack Chinmi... (Source: Manga-Sketchbook)","Dec  8, 1997 to Feb  17, 2005","'Action', 'Adventure', 'Comedy', 'Historical', 'Martial Arts', 'Shounen'",https://ta1.yx247.com/files/img/logo/201503/201503220922109964.jpg,https://ninemanga.com/manga/Shin+Tekken+Chinmi.html
918,Slayers,unkown,スレイヤーズ,Publishing,unkown,unkown,True,921,7.89,1119,4211,3336,126,"Lina Inverse doesn't like to brag but she's a genius sorceress, invincible warrior and a legend in her own lunchtime. She's a strikingly gorgeous woman who would give most supermodels a run for their money. Don't hate her because she's beautiful—Lina's also in need of cold hard cash. When she stumbles upon some loot stashed away by a group of bandits, she figures they won't mind sharing. But when the booty's owners go ballistic (it seems she took a bit more than her share of the spoils), a secret hidden in the treasure holds the key to the ensuing hilarity in this fantasy novel that is sure to cast its spell on everyone! (Source: Tokyopop)","Jan  17, 1990 to present","'Action', 'Adventure', 'Comedy', 'Fantasy', 'Magic'",https://ta1.yx247.com/files/img/logo/202009/202009300910159761.jpg,https://ninemanga.com/manga/Slayers.html
919,Bakuon Rettou,unkown,爆音列島,Finished,18.0,105.0,False,925,7.89,842,3241,4379,109,"Kazei Takeshi moved with his parents to a new house and new school. One of his new friends is a motorcycle enthusiast and soon invites him to meet with his gang, the Zeros. Takashi comes to love motorcycles and soon gets involved in the gang's fights and issues. What has he got himself into and is he ready to face the consequences? (Source: MU)","Oct  24, 2002 to Nov  24, 2012","'Action', 'Drama', 'School', 'Psychological', 'Seinen'",https://ta1.yx247.com/files/img/logo/201503/201503220727475389.jpg,https://ninemanga.com/manga/Bakuon+Rettou.html
920,Not Simple,Not Simple,not simple,Finished,1.0,14.0,False,924,7.89,2699,1686,8275,230,"Ian, a young man with a fractured family history, travels from Australia to England to America in the hope of realizing his dreams and reuniting with his beloved sister. His story unfolds backwards through the framing narrative of Jim, a reporter driven to capture Ian's experiences in a novel: not simple. A story within a story, a book within a book, a tale about the search for family, for an emotional home. (Source: VIZ Media)",Sep  2004 to Nov  2005,"'Drama', 'Slice of Life', 'Seinen'",https://ta1.yx247.com/files/img/logo/201812/201812101241134169.jpg,https://ninemanga.com/manga/Not+Simple.html
