Name,Creator,Rating,English_Link,English_Release_Date,Status,Image_URL
Witch Creek Road,Garth the GeekKenan Halilovic,9.38 / 10,https://www.webtoons.com/en/horror/witch-creek-road/list?title_no=1453,"September 21, 2018",Complete,https://static.wikia.nocookie.net/webtoon/images/7/7e/Witch_Creek_Road.png/revision/latest?cb=20210103004935
Distant Sky,Inwan YounSunhee Kim,9.59 / 10,https://www.webtoons.com/en/horror/distant-sky/list?title_no=75,"June 30, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/e/e4/Distant_Sky.png/revision/latest?cb=20210227000949
Beetle Hands,Herhumanist,9.62 / 10,https://www.webtoons.com/en/horror/beetle-hands/list?title_no=2247,"September 30, 2020",Complete,https://static.wikia.nocookie.net/webtoon/images/2/26/Beetle_Hands.png/revision/latest?cb=20210103042202
Unknown Caller,Various artists,9.55 / 10,https://www.webtoons.com/en/thriller/ar-toon/list?title_no=775,"October 24, 2016",Complete,https://static.wikia.nocookie.net/webtoon/images/7/7a/Unknown_Caller.png/revision/latest?cb=20210402023317
All of Us Are Dead,Joo Dong-geun,9.19 / 10,https://www.webtoons.com/en/thriller/all-of-us-are-dead/list?title_no=2810,"August 15, 2021",Complete,https://static.wikia.nocookie.net/webtoon/images/d/df/All_of_Us_Are_Dead.png/revision/latest/scale-to-width-down/350?cb=20210817052017
Sweet Home,Youngchan HwangCarnby Kim,9.85 / 10,https://www.webtoons.com/en/thriller/sweethome/list?title_no=1285,"January 15, 2018",Complete,https://static.wikia.nocookie.net/webtoon/images/9/9a/Sweet_Home.png/revision/latest/scale-to-width-down/350?cb=20180423044453
Grasp,Jeonghoon Hwang,9.76 / 10,https://www.webtoons.com/en/thriller/grasp/list?title_no=2854,"July 24, 2021",Complete,https://static.wikia.nocookie.net/webtoon/images/c/c3/Grasp.png/revision/latest/scale-to-width-down/350?cb=20210725045059
The Red Book,Rangddo,8.87 / 10,https://www.webtoons.com/en/horror/the-red-book/list?title_no=467,"May 7, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/8/87/The_Red_Book.png/revision/latest?cb=20210402022914
GremoryLand,A.Rasen,9.52 / 10,https://www.webtoons.com/en/horror/gremoryland/list?title_no=1893,"February 7, 2020",Ongoing,https://static.wikia.nocookie.net/webtoon/images/d/d7/GremoryLand.png/revision/latest?cb=20210103004618
Forest of Humans,Junho Hwang,9.64 / 10,https://www.webtoons.com/en/thriller/forest-of-humans/list?title_no=2922,"June 26, 2021",Complete,https://static.wikia.nocookie.net/webtoon/images/d/dd/Forest_of_Humans.png/revision/latest/scale-to-width-down/350?cb=20210725064425
PIGPEN,Carnby KimBeom Sick Cheon,9.79 / 10,https://www.webtoons.com/en/thriller/pigpen/list?title_no=2275,"November 6, 2020",Complete,https://static.wikia.nocookie.net/webtoon/images/3/3e/PIGPEN.png/revision/latest/scale-to-width-down/350?cb=20201108032956
Shriek,Various artists,9.76 / 10,https://www.webtoons.com/en/thriller/shriek/list?title_no=772,"September 22, 2016",Complete,https://static.wikia.nocookie.net/webtoon/images/5/5a/Shriek.png/revision/latest?cb=20210402021205
Horang's Nightmare,Horang,9.72 / 10,https://www.webtoons.com/en/horror/horang-horror/list?title_no=2185,"August 31, 2020",Complete,https://static.wikia.nocookie.net/webtoon/images/b/bd/Horang%27s_Nightmare.jpg/revision/latest/scale-to-width-down/350?cb=20200904111059
The Vault of Horror: A Collection of Nightmares,Various Artists,8.94 / 10,https://www.webtoons.com/en/horror/the-vault-of-horror-a-collection-of-nightmares/list?title_no=295,"September 27, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/a/af/The_Vault_of_Horror_A_Collection_of_Nightmares.png/revision/latest?cb=20210402020208
Melvina's Therapy,A.Rasen,9.72 / 10,https://www.webtoons.com/en/horror/melvinas-therapy/list?title_no=1021,"May 3, 2017",Complete,https://static.wikia.nocookie.net/webtoon/images/1/1e/Melvina_Therapy.jpg/revision/latest/scale-to-width-down/350?cb=20181011155127
Chiller,Various Artists,9.60 / 10,https://www.webtoons.com/en/thriller/chiller/list?title_no=536,"September 11, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/1/18/Chiller.png/revision/latest?cb=20210402021507
The Cliff,Sungdae Oh,9.32 / 10,https://www.webtoons.com/en/thriller/the-cliff/list?title_no=80,"June 30, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/1/1c/The_Cliff.png/revision/latest?cb=20210303224646
Have You Any Fear?,,,,,,
Rotten,Goodguy,9.65 / 10,https://www.webtoons.com/en/thriller/rotten/list?title_no=2134,"August 24, 2020",Complete,https://static.wikia.nocookie.net/webtoon/images/9/98/Rotten.png/revision/latest/scale-to-width-down/350?cb=20200827124638
Delusion,Hongjacga,9.79 / 10,https://www.webtoons.com/en/thriller/delusion/list?title_no=2470,"March 24, 2021",Complete,https://static.wikia.nocookie.net/webtoon/images/3/39/Delusion.png/revision/latest/scale-to-width-down/350?cb=20210325031006
Rot & Ruin,Jonathon MaberryTaylor GrantAlempe,9.62 / 10,https://www.webtoons.com/en/horror/rot-and-ruin/list?title_no=1878,"January 12, 2020",Complete,https://static.wikia.nocookie.net/webtoon/images/8/84/Rot_%26_Ruin.png/revision/latest?cb=20210102011904
Elena,Jorge Jaramillo,9.53 / 10,https://www.webtoons.com/en/horror/elena/list?title_no=484,"June 5, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/7/79/Elena.png/revision/latest?cb=20210303224845
Ghost Teller,QTT,9.86 / 10,https://www.webtoons.com/en/horror/ghost-teller/list?title_no=1307,"February 11, 2018",Complete,https://static.wikia.nocookie.net/webtoon/images/3/33/Ghost_Teller_Icon.png/revision/latest?cb=20180717060847
Epilogue,Cho Seok,9.49 / 10,https://www.webtoons.com/en/thriller/epilogue/list?title_no=2610,"April 27, 2021",Complete,https://static.wikia.nocookie.net/webtoon/images/4/4f/Epilogue.png/revision/latest/scale-to-width-down/350?cb=20210726104957
DEAD DAYS,DEY,9.67 / 10,https://www.webtoons.com/en/horror/dead-days/list?title_no=293,"September 25, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/b/ba/DEAD_DAYS.png/revision/latest?cb=20210303225714
Bite Me,AffectedMind,8.28 / 10,https://www.webtoons.com/en/thriller/bite-me/list?title_no=1019,"May 1, 2017",Complete,https://static.wikia.nocookie.net/webtoon/images/2/2c/Bite_Me.jpg/revision/latest/scale-to-width-down/350?cb=20180428163047
Live Forever,Raúl Trevino,9.43 / 10,https://www.webtoons.com/en/thriller/live-forever/list?title_no=1312,"February 15, 2018",Complete,https://static.wikia.nocookie.net/webtoon/images/d/d2/Live_Forever.jpg/revision/latest/scale-to-width-down/350?cb=20190329204903
HIVE,Kyusam Kim,9.69 / 10,https://www.webtoons.com/en/thriller/hive/list?title_no=65,"June 30, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/3/37/HIVE.jpg/revision/latest?cb=20200608065837
S.I.D.,Sadaham,9.69 / 10,https://www.webtoons.com/en/supernatural/sid/list?title_no=497,"June 20, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/3/3a/S.I.D..jpg/revision/latest/scale-to-width-down/350?cb=20210102043739
DEEP,TOWOOTae Heon Kim,9.13 / 10,https://www.webtoons.com/en/thriller/deep/list?title_no=364,"December 14, 2014",Complete,https://static.wikia.nocookie.net/webtoon/images/6/68/DEEP.jpg/revision/latest/scale-to-width-down/350?cb=20200830140745
FINALITY,Warren EllisColleen Doran,8.14 / 10,https://www.webtoons.com/en/mystery/finality/list?title_no=1457,"October 4, 2018",Complete,https://static.wikia.nocookie.net/webtoon/images/d/d2/FINALITY.png/revision/latest?cb=20201115213408
Varsity Noir,Kate Glasheen,9.42 / 10,https://www.webtoons.com/en/mystery/varsity-noir/list?title_no=1613,"April 27, 2019",Complete,https://static.wikia.nocookie.net/webtoon/images/f/f7/Varsity_Noir.png/revision/latest?cb=20201102031121
Simon Sues,Myung Hee,9.13 / 10,https://www.webtoons.com/en/supernatural/simon-sues/list?title_no=1619,English release date not found,Hiatus,https://static.wikia.nocookie.net/webtoon/images/2/2b/Simon_Sues.png/revision/latest?cb=20210103042310
#Killstagram,Creator information not found,Rating information not found,English link not found,English release date not found,Status not found,
Evelyne and the Occult,InksOwl comics,9.33 / 10,https://www.webtoons.com/en/supernatural/la-tenebrosa-evelyne/list?title_no=3182,"Aug 14, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/3/3c/Evelyne_and_the_Occult.png/revision/latest/scale-to-width-down/350?cb=20220425182759
Stagtown,Punko,9.81 / 10,https://www.webtoons.com/en/horror/stagtown/list?title_no=2532,"March 8, 2021",Ongoing,https://static.wikia.nocookie.net/webtoon/images/6/6c/Stagtown.png/revision/latest?cb=20210320170920
Wolfsbane,Ryan CadyMorgan Beem,9.66 / 10,https://www.webtoons.com/en/horror/wolfsbane/list?title_no=1826,"December 5, 2019",Complete,https://static.wikia.nocookie.net/webtoon/images/c/c6/Wolfsbane.png/revision/latest?cb=20201102031812
Third Shift Society,Meredith Moriarty,9.77 / 10,https://www.webtoons.com/en/supernatural/third-shift-society/list?title_no=1703,"September 19, 2019",Hiatus,https://static.wikia.nocookie.net/webtoon/images/8/8e/Third_Shift_Society.png/revision/latest?cb=20210103050122
Adamsville,Michael Regina,9.32 / 10,https://www.webtoons.com/en/mystery/adamsville/list?title_no=502,"July 3, 2015",Complete,https://static.wikia.nocookie.net/webtoon/images/6/65/Adamsville.png/revision/latest?cb=20210402005501
WEBTOON Now,LOZOLZWyatt the Cat,9.17 / 10,https://www.webtoons.com/en/tiptoon/webtoon-now/list?title_no=2025,"July 26, 2020",Ongoing,https://static.wikia.nocookie.net/webtoon/images/e/ea/WEBTOON_Now.png/revision/latest?cb=20210102050437
Staying Healthy Together,Various artists,9.81 / 10,https://www.webtoons.com/en/tiptoon/staying-healthy-together/list?title_no=1963,"March 20, 2020",Complete,https://static.wikia.nocookie.net/webtoon/images/8/87/Staying_Healthy_Together.jpg/revision/latest/scale-to-width-down/350?cb=20200522062125
ã„´ã…‡ã„¹ã…‡ã„´ã„¹,,,,,,
